State,County,County_FIPSCode,OpioidDispenseRateper100,Year
AK,ANCHORAGE,2020,59.7,2017
AK,FAIRBANKS NORTH STAR,2090,42.5,2017
AK,JUNEAU,2110,66.3,2017
AK,KENAI PENINSULA,2122,82.7,2017
AK,KETCHIKAN GATEWAY,2130,76.5,2017
AK,KODIAK ISLAND,2150,28.4,2017
AK,MATANUSKA SUSITNA,2170,69.2,2017
AK,PETERSBURG,2195,64.2,2017
AK,PRINCE OF WALES HYDER,2198,38.9,2017
AK,SITKA,2220,7.3,2017
AK,VALDEZ CORDOVA,2261,38.0,2017
AK,WRANGELL,2275,0.2,2017
AL,AUTAUGA,1001,113.3,2017
AL,BALDWIN,1003,107.1,2017
AL,BARBOUR,1005,90.5,2017
AL,BIBB,1007,91.1,2017
AL,BLOUNT,1009,50.4,2017
AL,BULLOCK,1011,20.4,2017
AL,BUTLER,1013,119.6,2017
AL,CALHOUN,1015,140.9,2017
AL,CHAMBERS,1017,127.2,2017
AL,CHEROKEE,1019,135.1,2017
AL,CHILTON,1021,107.4,2017
AL,CHOCTAW,1023,91.5,2017
AL,CLARKE,1025,156.1,2017
AL,CLAY,1027,117.4,2017
AL,CLEBURNE,1029,47.8,2017
AL,COFFEE,1031,121.5,2017
AL,COLBERT,1033,188.0,2017
AL,CONECUH,1035,88.6,2017
AL,COOSA,1037,24.1,2017
AL,COVINGTON,1039,147.5,2017
AL,CRENSHAW,1041,80.9,2017
AL,CULLMAN,1043,144.7,2017
AL,DALE,1045,69.4,2017
AL,DALLAS,1047,102.1,2017
AL,DE KALB,1049,105.0,2017
AL,ELMORE,1051,113.6,2017
AL,ESCAMBIA,1053,156.5,2017
AL,ETOWAH,1055,132.5,2017
AL,FAYETTE,1057,113.6,2017
AL,FRANKLIN,1059,184.9,2017
AL,GENEVA,1061,44.1,2017
AL,GREENE,1063,53.9,2017
AL,HALE,1065,99.3,2017
AL,HENRY,1067,26.5,2017
AL,HOUSTON,1069,136.4,2017
AL,JACKSON,1071,142.9,2017
AL,JEFFERSON,1073,105.1,2017
AL,LAMAR,1075,81.2,2017
AL,LAUDERDALE,1077,112.8,2017
AL,LAWRENCE,1079,101.8,2017
AL,LEE,1081,58.7,2017
AL,LIMESTONE,1083,69.4,2017
AL,LOWNDES,1085,0.4,2017
AL,MACON,1087,45.5,2017
AL,MADISON,1089,101.1,2017
AL,MARENGO,1091,130.1,2017
AL,MARION,1093,164.7,2017
AL,MARSHALL,1095,166.6,2017
AL,MOBILE,1097,119.3,2017
AL,MONROE,1099,125.3,2017
AL,MONTGOMERY,1101,84.9,2017
AL,MORGAN,1103,117.8,2017
AL,PERRY,1105,3.6,2017
AL,PICKENS,1107,71.5,2017
AL,PIKE,1109,99.7,2017
AL,RANDOLPH,1111,100.0,2017
AL,RUSSELL,1113,103.1,2017
AL,SAINT CLAIR,1115,106.9,2017
AL,SHELBY,1117,90.4,2017
AL,SUMTER,1119,37.5,2017
AL,TALLADEGA,1121,124.3,2017
AL,TALLAPOOSA,1123,100.8,2017
AL,TUSCALOOSA,1125,100.4,2017
AL,WALKER,1127,218.8,2017
AL,WASHINGTON,1129,52.4,2017
AL,WILCOX,1131,56.6,2017
AL,WINSTON,1133,159.8,2017
AR,ARKANSAS,5001,125.1,2017
AR,ASHLEY,5003,110.1,2017
AR,BAXTER,5005,133.3,2017
AR,BENTON,5007,78.8,2017
AR,BOONE,5009,140.8,2017
AR,BRADLEY,5011,108.8,2017
AR,CALHOUN,5013,78.2,2017
AR,CARROLL,5015,79.3,2017
AR,CHICOT,5017,79.3,2017
AR,CLARK,5019,94.6,2017
AR,CLAY,5021,117.7,2017
AR,CLEBURNE,5023,111.6,2017
AR,CLEVELAND,5025,0.8,2017
AR,COLUMBIA,5027,99.8,2017
AR,CONWAY,5029,124.5,2017
AR,CRAIGHEAD,5031,144.4,2017
AR,CRAWFORD,5033,145.6,2017
AR,CRITTENDEN,5035,105.4,2017
AR,CROSS,5037,109.1,2017
AR,DALLAS,5039,77.1,2017
AR,DESHA,5041,131.1,2017
AR,DREW,5043,126.4,2017
AR,FAULKNER,5045,90.0,2017
AR,FRANKLIN,5047,19.1,2017
AR,FULTON,5049,109.6,2017
AR,GARLAND,5051,157.9,2017
AR,GRANT,5053,73.9,2017
AR,GREENE,5055,172.5,2017
AR,HEMPSTEAD,5057,114.5,2017
AR,HOT SPRING,5059,96.8,2017
AR,HOWARD,5061,148.1,2017
AR,INDEPENDENCE,5063,149.7,2017
AR,IZARD,5065,99.8,2017
AR,JACKSON,5067,135.1,2017
AR,JEFFERSON,5069,102.4,2017
AR,JOHNSON,5071,109.9,2017
AR,LAFAYETTE,5073,110.4,2017
AR,LAWRENCE,5075,35.1,2017
AR,LEE,5077,67.7,2017
AR,LINCOLN,5079,60.6,2017
AR,LITTLE RIVER,5081,154.9,2017
AR,LOGAN,5083,37.2,2017
AR,LONOKE,5085,94.9,2017
AR,MADISON,5087,80.0,2017
AR,MARION,5089,77.4,2017
AR,MILLER,5091,101.9,2017
AR,MISSISSIPPI,5093,136.2,2017
AR,MONROE,5095,85.6,2017
AR,MONTGOMERY,5097,82.5,2017
AR,NEWTON,5101,1.0,2017
AR,OUACHITA,5103,137.9,2017
AR,PERRY,5105,27.9,2017
AR,PHILLIPS,5107,160.7,2017
AR,PIKE,5109,85.9,2017
AR,POINSETT,5111,121.2,2017
AR,POLK,5113,104.9,2017
AR,POPE,5115,111.2,2017
AR,PRAIRIE,5117,76.2,2017
AR,PULASKI,5119,98.3,2017
AR,RANDOLPH,5121,103.8,2017
AR,SAINT FRANCIS,5123,88.4,2017
AR,SALINE,5125,92.4,2017
AR,SCOTT,5127,115.8,2017
AR,SEARCY,5129,79.7,2017
AR,SEBASTIAN,5131,155.0,2017
AR,SEVIER,5133,56.6,2017
AR,SHARP,5135,131.8,2017
AR,STONE,5137,153.0,2017
AR,UNION,5139,117.8,2017
AR,VAN BUREN,5141,101.8,2017
AR,WASHINGTON,5143,91.5,2017
AR,WHITE,5145,116.9,2017
AR,WOODRUFF,5147,2.7,2017
AR,YELL,5149,56.7,2017
AZ,APACHE,4001,18.6,2017
AZ,COCHISE,4003,68.5,2017
AZ,COCONINO,4005,42.2,2017
AZ,GILA,4007,87.2,2017
AZ,GRAHAM,4009,74.0,2017
AZ,GREENLEE,4011,0.0,2017
AZ,LA PAZ,4012,66.0,2017
AZ,MARICOPA,4013,58.8,2017
AZ,MOHAVE,4015,113.2,2017
AZ,NAVAJO,4017,65.4,2017
AZ,PIMA,4019,64.7,2017
AZ,PINAL,4021,49.6,2017
AZ,SANTA CRUZ,4023,21.3,2017
AZ,YAVAPAI,4025,86.9,2017
AZ,YUMA,4027,47.4,2017
CA,ALAMEDA,6001,26.2,2017
CA,AMADOR,6005,99.0,2017
CA,BUTTE,6007,105.6,2017
CA,CALAVERAS,6009,69.9,2017
CA,COLUSA,6011,34.6,2017
CA,CONTRA COSTA,6013,35.9,2017
CA,DEL NORTE,6015,117.3,2017
CA,EL DORADO,6017,55.0,2017
CA,FRESNO,6019,52.9,2017
CA,GLENN,6021,79.0,2017
CA,HUMBOLDT,6023,77.5,2017
CA,IMPERIAL,6025,48.8,2017
CA,INYO,6027,50.0,2017
CA,KERN,6029,55.0,2017
CA,KINGS,6031,58.8,2017
CA,LAKE,6033,95.1,2017
CA,LASSEN,6035,66.2,2017
CA,LOS ANGELES,6037,30.3,2017
CA,MADERA,6039,42.3,2017
CA,MARIN,6041,32.5,2017
CA,MARIPOSA,6043,55.7,2017
CA,MENDOCINO,6045,90.5,2017
CA,MERCED,6047,56.6,2017
CA,MODOC,6049,81.3,2017
CA,MONO,6051,44.5,2017
CA,MONTEREY,6053,44.1,2017
CA,NAPA,6055,35.5,2017
CA,NEVADA,6057,70.3,2017
CA,ORANGE,6059,37.7,2017
CA,PLACER,6061,56.2,2017
CA,PLUMAS,6063,73.1,2017
CA,RIVERSIDE,6065,44.7,2017
CA,SACRAMENTO,6067,44.1,2017
CA,SAN BENITO,6069,39.6,2017
CA,SAN BERNARDINO,6071,47.4,2017
CA,SAN DIEGO,6073,34.7,2017
CA,SAN FRANCISCO,6075,27.0,2017
CA,SAN JOAQUIN,6077,47.5,2017
CA,SAN LUIS OBISPO,6079,63.8,2017
CA,SAN MATEO,6081,27.2,2017
CA,SANTA BARBARA,6083,49.1,2017
CA,SANTA CLARA,6085,20.7,2017
CA,SANTA CRUZ,6087,48.9,2017
CA,SHASTA,6089,101.1,2017
CA,SIERRA,6091,12.3,2017
CA,SISKIYOU,6093,96.8,2017
CA,SOLANO,6095,37.3,2017
CA,SONOMA,6097,45.9,2017
CA,STANISLAUS,6099,75.6,2017
CA,SUTTER,6101,95.0,2017
CA,TEHAMA,6103,82.8,2017
CA,TRINITY,6105,80.6,2017
CA,TULARE,6107,58.5,2017
CA,TUOLUMNE,6109,104.8,2017
CA,VENTURA,6111,48.6,2017
CA,YOLO,6113,41.2,2017
CA,YUBA,6115,68.3,2017
CO,ADAMS,8001,46.7,2017
CO,ALAMOSA,8003,119.1,2017
CO,ARAPAHOE,8005,50.0,2017
CO,ARCHULETA,8007,65.1,2017
CO,BACA,8009,78.0,2017
CO,BENT,8011,44.2,2017
CO,BOULDER,8013,41.8,2017
CO,BROOMFIELD,8014,46.3,2017
CO,CHAFFEE,8015,83.2,2017
CO,CHEYENNE,8017,62.1,2017
CO,CLEAR CREEK,8019,30.8,2017
CO,CONEJOS,8021,0.8,2017
CO,CROWLEY,8025,25.1,2017
CO,DELTA,8029,76.0,2017
CO,DENVER,8031,34.8,2017
CO,DOUGLAS,8035,45.5,2017
CO,EAGLE,8037,40.7,2017
CO,ELBERT,8039,31.0,2017
CO,EL PASO,8041,59.8,2017
CO,FREMONT,8043,66.4,2017
CO,GARFIELD,8045,64.3,2017
CO,GRAND,8049,37.2,2017
CO,GUNNISON,8051,43.8,2017
CO,HUERFANO,8055,87.4,2017
CO,JEFFERSON,8059,61.1,2017
CO,KIOWA,8061,96.6,2017
CO,KIT CARSON,8063,45.5,2017
CO,LAKE,8065,44.4,2017
CO,LA PLATA,8067,51.1,2017
CO,LARIMER,8069,52.3,2017
CO,LAS ANIMAS,8071,114.3,2017
CO,LINCOLN,8073,40.6,2017
CO,LOGAN,8075,77.3,2017
