State,County,County_FIPSCode,OpioidDispenseRateper100,Year
CT,New Haven County,9009,51.3,2019
CT,New London County,9011,38.5,2019
CT,Tolland County,9013,19.6,2019
CT,Windham County,9015,31.4,2019
DE,Kent County,10001,38.8,2019
DE,New Castle County,10003,53.5,2019
DE,Sussex County,10005,56.8,2019
DC,District of Columbia,11001,39.9,2019
FL,Alachua County,12001,100.2,2019
FL,Baker County,12003,16.3,2019
FL,Bay County,12005,84.2,2019
FL,Bradford County,12007,22.1,2019
FL,Brevard County,12009,56.5,2019
FL,Broward County,12011,35,2019
FL,Calhoun County,12013,32.6,2019
FL,Charlotte County,12015,64.7,2019
FL,Citrus County,12017,52.9,2019
FL,Clay County,12019,58.8,2019
FL,Collier County,12021,39.1,2019
FL,Columbia County,12023,47.9,2019
FL,DeSoto County,12027,11.2,2019
FL,Dixie County,12029,10.1,2019
FL,Duval County,12031,78.3,2019
FL,Escambia County,12033,85.4,2019
FL,Flagler County,12035,30.4,2019
FL,Franklin County,12037,29.2,2019
FL,Gadsden County,12039,8.5,2019
FL,Gilchrist County,12041,7.2,2019
FL,Glades County,12043,0,2019
FL,Gulf County,12045,47.2,2019
FL,Hamilton County,12047,6.4,2019
FL,Hardee County,12049,5.6,2019
FL,Hendry County,12051,10.7,2019
FL,Hernando County,12053,73.2,2019
FL,Highlands County,12055,39.5,2019
FL,Hillsborough County,12057,48.6,2019
FL,Holmes County,12059,54.1,2019
FL,Indian River County,12061,61,2019
FL,Jackson County,12063,44.9,2019
FL,Jefferson County,12065,3.8,2019
FL,Lafayette County,12067,18.5,2019
FL,Lake County,12069,48.3,2019
FL,Lee County,12071,41.6,2019
FL,Leon County,12073,62.8,2019
FL,Levy County,12075,34.5,2019
FL,Liberty County,12077,5.4,2019
FL,Madison County,12079,45.8,2019
FL,Manatee County,12081,40.4,2019
FL,Marion County,12083,56.5,2019
FL,Martin County,12085,62.9,2019
FL,Miami-Dade County,12086,24.2,2019
FL,Monroe County,12087,36.8,2019
FL,Nassau County,12089,30.5,2019
FL,Okaloosa County,12091,47,2019
FL,Okeechobee County,12093,58.7,2019
FL,Orange County,12095,39.9,2019
FL,Osceola County,12097,21.2,2019
FL,Palm Beach County,12099,43.3,2019
FL,Pasco County,12101,64.2,2019
FL,Pinellas County,12103,65.2,2019
FL,Polk County,12105,37.6,2019
FL,Putnam County,12107,35,2019
FL,St. Johns County,12109,34.2,2019
FL,St. Lucie County,12111,31,2019
FL,Santa Rosa County,12113,49.1,2019
FL,Sarasota County,12115,56.1,2019
FL,Seminole County,12117,39.9,2019
FL,Sumter County,12119,14.9,2019
FL,Suwannee County,12121,15.4,2019
FL,Taylor County,12123,50.4,2019
FL,Union County,12125,18.8,2019
FL,Volusia County,12127,50.7,2019
FL,Wakulla County,12129,11.5,2019
FL,Walton County,12131,32.7,2019
FL,Washington County,12133,37.6,2019
GA,Appling County,13001,62.9,2019
GA,Atkinson County,13003,64.1,2019
GA,Bacon County,13005,153.8,2019
GA,Baker County,13007,29.2,2019
GA,Baldwin County,13009,45.1,2019
GA,Banks County,13011,8.8,2019
GA,Barrow County,13013,61.6,2019
GA,Bartow County,13015,61.5,2019
GA,Ben Hill County,13017,78.3,2019
GA,Berrien County,13019,19.9,2019
GA,Bibb County,13021,131.4,2019
GA,Bleckley County,13023,33.9,2019
GA,Brantley County,13025,8.9,2019
GA,Brooks County,13027,95.5,2019
GA,Bryan County,13029,35.5,2019
GA,Bulloch County,13031,85.6,2019
GA,Burke County,13033,39.4,2019
GA,Butts County,13035,41.6,2019
GA,Calhoun County,13037,14.4,2019
GA,Camden County,13039,38.5,2019
GA,Candler County,13043,77.2,2019
GA,Carroll County,13045,85,2019
GA,Catoosa County,13047,38.7,2019
GA,Charlton County,13049,55.4,2019
GA,Chatham County,13051,79.2,2019
GA,Chattahoochee County,13053,0.5,2019
GA,Chattooga County,13055,28,2019
GA,Cherokee County,13057,55.4,2019
GA,Clarke County,13059,138.2,2019
GA,Clay County,13061,84.8,2019
GA,Clayton County,13063,27.1,2019
GA,Clinch County,13065,63.6,2019
GA,Cobb County,13067,44.3,2019
GA,Coffee County,13069,164.1,2019
GA,Colquitt County,13071,86.1,2019
GA,Columbia County,13073,66.4,2019
GA,Cook County,13075,44.3,2019
GA,Coweta County,13077,51,2019
GA,Crawford County,13079,45.8,2019
GA,Crisp County,13081,91.3,2019
GA,Dade County,13083,13.4,2019
GA,Dawson County,13085,40.8,2019
GA,Decatur County,13087,73.5,2019
GA,DeKalb County,13089,46.9,2019
GA,Dodge County,13091,30.4,2019
GA,Dooly County,13093,2.1,2019
GA,Dougherty County,13095,114.9,2019
GA,Douglas County,13097,45.9,2019
GA,Early County,13099,67.9,2019
GA,Effingham County,13103,21.2,2019
GA,Elbert County,13105,60.7,2019
GA,Emanuel County,13107,60.1,2019
GA,Evans County,13109,35.3,2019
GA,Fannin County,13111,88.4,2019
GA,Fayette County,13113,77.3,2019
GA,Floyd County,13115,161.9,2019
GA,Forsyth County,13117,29,2019
GA,Franklin County,13119,43.8,2019
GA,Fulton County,13121,71.7,2019
GA,Gilmer County,13123,52.9,2019
GA,Glynn County,13127,78.1,2019
GA,Gordon County,13129,65.2,2019
GA,Grady County,13131,33.5,2019
GA,Greene County,13133,54.5,2019
GA,Gwinnett County,13135,31.3,2019
GA,Habersham County,13137,28.3,2019
GA,Hall County,13139,80.4,2019
GA,Hancock County,13141,11.4,2019
GA,Haralson County,13143,44.1,2019
GA,Harris County,13145,4.3,2019
GA,Hart County,13147,34.8,2019
GA,Heard County,13149,0.1,2019
GA,Henry County,13151,47.4,2019
GA,Houston County,13153,58.2,2019
GA,Irwin County,13155,37,2019
GA,Jackson County,13157,47.5,2019
GA,Jasper County,13159,22,2019
GA,Jeff Davis County,13161,33.5,2019
GA,Jefferson County,13163,44.5,2019
GA,Jenkins County,13165,27.9,2019
GA,Johnson County,13167,18.5,2019
GA,Jones County,13169,26.7,2019
GA,Lamar County,13171,20.8,2019
GA,Lanier County,13173,28.6,2019
GA,Laurens County,13175,103.5,2019
GA,Lee County,13177,31.4,2019
GA,Liberty County,13179,39.9,2019
GA,Lincoln County,13181,46.9,2019
GA,Long County,13183,1.2,2019
GA,Lowndes County,13185,79,2019
GA,Lumpkin County,13187,21.7,2019
GA,McDuffie County,13189,71.3,2019
GA,McIntosh County,13191,6,2019
GA,Macon County,13193,32.4,2019
GA,Madison County,13195,6.6,2019
GA,Marion County,13197,2,2019
GA,Meriwether County,13199,38.1,2019
GA,Miller County,13201,76.3,2019
GA,Mitchell County,13205,47.1,2019
GA,Monroe County,13207,25.4,2019
GA,Montgomery County,13209,15.9,2019
GA,Morgan County,13211,43.7,2019
GA,Murray County,13213,30.6,2019
GA,Muscogee County,13215,107.5,2019
GA,Newton County,13217,37,2019
GA,Oconee County,13219,40.9,2019
GA,Oglethorpe County,13221,4.1,2019
GA,Paulding County,13223,26.5,2019
GA,Peach County,13225,45.7,2019
GA,Pickens County,13227,32.7,2019
GA,Pierce County,13229,40.1,2019
GA,Pike County,13231,4,2019
GA,Polk County,13233,30.4,2019
GA,Pulaski County,13235,33.7,2019
GA,Putnam County,13237,16.7,2019
GA,Quitman County,13239,1,2019
GA,Rabun County,13241,77.8,2019
GA,Randolph County,13243,30.6,2019
GA,Richmond County,13245,103.7,2019
GA,Rockdale County,13247,53.8,2019
GA,Schley County,13249,15.7,2019
GA,Screven County,13251,23.2,2019
GA,Seminole County,13253,130.7,2019
GA,Spalding County,13255,96.9,2019
GA,Stephens County,13257,68.2,2019
GA,Stewart County,13259,27.1,2019
GA,Sumter County,13261,72.6,2019
GA,Talbot County,13263,2.9,2019
GA,Taliaferro County,13265,0.1,2019
GA,Tattnall County,13267,39.5,2019
GA,Taylor County,13269,3.2,2019
GA,Telfair County,13271,8.1,2019
GA,Terrell County,13273,6.8,2019
GA,Thomas County,13275,127.3,2019
GA,Tift County,13277,178,2019
GA,Toombs County,13279,55.3,2019
GA,Towns County,13281,43.9,2019
GA,Treutlen County,13283,1.3,2019
GA,Troup County,13285,77.4,2019
GA,Turner County,13287,40,2019
GA,Twiggs County,13289,0.9,2019
GA,Union County,13291,82.5,2019
GA,Upson County,13293,85.3,2019
GA,Walker County,13295,17.5,2019
GA,Walton County,13297,23.5,2019
GA,Ware County,13299,159.8,2019
GA,Warren County,13301,7.3,2019
GA,Washington County,13303,29.3,2019
GA,Wayne County,13305,104.4,2019
GA,Webster County,13307,1,2019
GA,Wheeler County,13309,0,2019
GA,White County,13311,20.6,2019
GA,Whitfield County,13313,88.6,2019
GA,Wilcox County,13315,2.2,2019
GA,Wilkes County,13317,54,2019
GA,Wilkinson County,13319,49.7,2019
GA,Worth County,13321,32,2019
HI,Hawaii County,15001,40.3,2019
HI,Honolulu County,15003,27.5,2019
HI,Kauai County,15007,32,2019
HI,Maui County,15009,34.2,2019
ID,Ada County,16001,60.8,2019
ID,Adams County,16003,15.1,2019
ID,Bannock County,16005,81.8,2019
ID,Bear Lake County,16007,67,2019
ID,Benewah County,16009,49.6,2019
ID,Bingham County,16011,58.2,2019
ID,Blaine County,16013,23.3,2019
ID,Boise County,16015,9.8,2019
ID,Bonner County,16017,42.8,2019
ID,Bonneville County,16019,75.5,2019
ID,Boundary County,16021,39.9,2019
ID,Butte County,16023,76.2,2019
ID,Canyon County,16027,28.4,2019
ID,Caribou County,16029,91.6,2019
ID,Cassia County,16031,53.4,2019
ID,Clearwater County,16035,13.8,2019
ID,Custer County,16037,8,2019
ID,Elmore County,16039,26,2019
ID,Franklin County,16041,54.8,2019
ID,Fremont County,16043,17.1,2019
ID,Gem County,16045,25.3,2019
ID,Gooding County,16047,27,2019
ID,Idaho County,16049,25.2,2019
ID,Jefferson County,16051,17.6,2019
ID,Jerome County,16053,23.3,2019
ID,Kootenai County,16055,61.8,2019
ID,Latah County,16057,27.1,2019
ID,Lemhi County,16059,32.3,2019
ID,Lewis County,16061,18.1,2019
ID,Lincoln County,16063,11.7,2019
ID,Madison County,16065,29.8,2019
ID,Minidoka County,16067,21.1,2019
ID,Nez Perce County,16069,142.2,2019
ID,Oneida County,16071,69.3,2019
ID,Owyhee County,16073,8.5,2019
ID,Payette County,16075,55.4,2019
ID,Power County,16077,39.3,2019
ID,Shoshone County,16079,32.4,2019
ID,Teton County,16081,23.9,2019
ID,Twin Falls County,16083,90.7,2019
ID,Valley County,16085,22.3,2019
ID,Washington County,16087,45.2,2019
IL,Adams County,17001,92.8,2019
IL,Alexander County,17003,60.2,2019
IL,Bond County,17005,26.4,2019
IL,Boone County,17007,28.8,2019
IL,Brown County,17009,35,2019
IL,Bureau County,17011,51.3,2019
IL,Calhoun County,17013,6.9,2019
IL,Carroll County,17015,18.8,2019
IL,Cass County,17017,9.9,2019
IL,Champaign County,17019,49.3,2019
IL,Christian County,17021,25.4,2019
IL,Clark County,17023,39.8,2019
IL,Clay County,17025,19.7,2019
IL,Clinton County,17027,13.9,2019
IL,Coles County,17029,62.1,2019
IL,Cook County,17031,39,2019
IL,Crawford County,17033,6.9,2019
IL,Cumberland County,17035,16.8,2019
IL,DeKalb County,17037,30,2019
IL,De Witt County,17039,24.5,2019
IL,Douglas County,17041,16.9,2019
IL,DuPage County,17043,46.1,2019
IL,Edgar County,17045,34.6,2019
IL,Edwards County,17047,46.1,2019
IL,Effingham County,17049,65.3,2019
IL,Fayette County,17051,22.8,2019
IL,Ford County,17053,17.5,2019
IL,Franklin County,17055,38.4,2019
IL,Fulton County,17057,47.8,2019
IL,Gallatin County,17059,33.8,2019
IL,Greene County,17061,42,2019
IL,Grundy County,17063,48.5,2019
IL,Hamilton County,17065,9.3,2019
IL,Hancock County,17067,32.2,2019
IL,Hardin County,17069,186.4,2019
IL,Henderson County,17071,5.3,2019
IL,Henry County,17073,27.6,2019
IL,Iroquois County,17075,38.9,2019
IL,Jackson County,17077,106.3,2019
IL,Jasper County,17079,21.8,2019
IL,Jefferson County,17081,96.5,2019
IL,Jersey County,17083,76.8,2019
IL,Jo Daviess County,17085,24.8,2019
IL,Johnson County,17087,10.8,2019
IL,Kane County,17089,23,2019
IL,Kankakee County,17091,56.6,2019
IL,Kendall County,17093,11.6,2019
IL,Knox County,17095,68.6,2019
IL,Lake County,17097,38.7,2019
IL,LaSalle County,17099,28.1,2019
IL,Lawrence County,17101,45.8,2019
IL,Lee County,17103,25.4,2019
IL,Livingston County,17105,43.6,2019
IL,Logan County,17107,28.2,2019
IL,McDonough County,17109,47.2,2019
IL,McHenry County,17111,29.2,2019
IL,McLean County,17113,56,2019
IL,Macon County,17115,74.1,2019
IL,Macoupin County,17117,22.1,2019
IL,Madison County,17119,56.9,2019
IL,Marion County,17121,56.4,2019
IL,Marshall County,17123,29,2019
IL,Mason County,17125,23.6,2019
IL,Massac County,17127,74.3,2019
IL,Menard County,17129,1.2,2019
IL,Mercer County,17131,20.6,2019
IL,Monroe County,17133,21.5,2019
IL,Montgomery County,17135,47.1,2019
IL,Morgan County,17137,61.6,2019
IL,Moultrie County,17139,7.1,2019
IL,Ogle County,17141,14.1,2019
IL,Peoria County,17143,104.7,2019
IL,Perry County,17145,60.9,2019
IL,Piatt County,17147,23.1,2019
IL,Pike County,17149,37.3,2019
IL,Pope County,17151,27.5,2019
IL,Putnam County,17155,37.6,2019
IL,Randolph County,17157,42,2019
IL,Richland County,17159,42.6,2019
IL,Rock Island County,17161,50.4,2019
IL,St. Clair County,17163,59.8,2019
IL,Saline County,17165,127.1,2019
IL,Sangamon County,17167,92.9,2019
IL,Schuyler County,17169,30.2,2019
IL,Scott County,17171,4.4,2019
IL,Shelby County,17173,18.2,2019
IL,Stark County,17175,1.1,2019
IL,Stephenson County,17177,50.3,2019
IL,Tazewell County,17179,32.6,2019
IL,Union County,17181,77.5,2019
IL,Vermilion County,17183,54,2019
IL,Wabash County,17185,33.1,2019
IL,Warren County,17187,31.4,2019
IL,Washington County,17189,30.5,2019
IL,Wayne County,17191,60.3,2019
IL,White County,17193,29.4,2019
IL,Whiteside County,17195,38,2019
IL,Will County,17197,33.1,2019
IL,Williamson County,17199,92.5,2019
IL,Winnebago County,17201,72.9,2019
IL,Woodford County,17203,33.9,2019
IN,Adams County,18001,29.6,2019
IN,Allen County,18003,84.2,2019
IN,Bartholomew County,18005,51.8,2019
IN,Benton County,18007,8.9,2019
IN,Blackford County,18009,28.6,2019
IN,Boone County,18011,45.7,2019
IN,Brown County,18013,17.4,2019
IN,Carroll County,18015,5,2019
IN,Cass County,18017,21.1,2019
IN,Clark County,18019,74.4,2019
IN,Clay County,18021,21.8,2019
IN,Clinton County,18023,20.7,2019
IN,Crawford County,18025,10.4,2019
IN,Daviess County,18027,38.4,2019
IN,Dearborn County,18029,87.4,2019
IN,Decatur County,18031,39.2,2019
IN,DeKalb County,18033,19.9,2019
IN,Delaware County,18035,87.1,2019
IN,Dubois County,18037,57.4,2019
IN,Elkhart County,18039,43.8,2019
IN,Fayette County,18041,35.7,2019
IN,Floyd County,18043,123.8,2019
IN,Fountain County,18045,20.9,2019
IN,Franklin County,18047,30,2019
IN,Fulton County,18049,32,2019
IN,Gibson County,18051,37.9,2019
IN,Grant County,18053,37,2019
IN,Greene County,18055,34.9,2019
IN,Hamilton County,18057,43.2,2019
IN,Hancock County,18059,34.5,2019
IN,Harrison County,18061,52.1,2019
IN,Hendricks County,18063,44.7,2019
IN,Henry County,18065,39.5,2019
IN,Howard County,18067,68.2,2019
IN,Huntington County,18069,16,2019
IN,Jackson County,18071,61,2019
IN,Jasper County,18073,59.3,2019
IN,Jay County,18075,27.1,2019
IN,Jefferson County,18077,66.9,2019
IN,Jennings County,18079,22.9,2019
IN,Johnson County,18081,66.4,2019
IN,Knox County,18083,114.1,2019
IN,Kosciusko County,18085,21.1,2019
