Year,FIPS_code,State,Area name,Number of adults with less than HS diploma,Number of adults with HS diploma only,Number of adults completing some college or associate's degree,Number of adults with a bachelor's degree or higher
2017,1001,AL,Autauga County,577241.6,1820531.2,1592964.8,1559662.4
2017,1003,AL,Baldwin County,1913652,5826007.2,6633993.6,6910410
2017,1005,AL,Barbour County,614061,927409,702506,283024
2017,1007,AL,Bibb County,442026,995125.2,559899.6,269749.2
2017,1009,AL,Blount County,951413.2,2036256.3,1949236.8,864393.7
2017,1011,AL,Bullock County,230921.6,425761.7,253601.4,120615.3
2017,1013,AL,Butler County,285480,896090,521397.5,277550
2017,1015,AL,Calhoun County,1697974.4,3969588.8,3568040.8,2237196
2017,1017,AL,Chambers County,579863.6,1220410.6,1109157.7,461868.1
2017,1019,AL,Cherokee County,522311.4,954123.3,778295.7,330969.6
2017,1021,AL,Chilton County,802019.4,1890474.3,1114895.1,594904.5
2017,1023,AL,Choctaw County,251133,485437.5,406473,151456.5
2017,1025,AL,Clarke County,428677.4,997036.2,647832.7,334753.7
2017,1027,AL,Clay County,227239,510619.4,419723.8,179117.8
2017,1029,AL,Cleburne County,251810,558750,435080,244360
2017,1031,AL,Coffee County,705486.4,1452472,1851901.8,1177539.8
2017,1033,AL,Colbert County,719400,2054650,1700400,975550
2017,1035,AL,Conecuh County,154615.6,604746.5,331675.4,155862.5
2017,1037,AL,Coosa County,160234.6,449517.2,345203.4,120444.8
2017,1039,AL,Covington County,548961.6,1409496,1164688.8,586053.6
2017,1041,AL,Crenshaw County,260774.8,579807.8,319033,227484.4
2017,1043,AL,Cullman County,1307529,2681262,2921251.5,1365457.5
2017,1045,AL,Dale County,748235.2,1521083.4,1737677.8,920526.2
2017,1047,AL,Dallas County,552931.5,1498013,1239194,631361.5
2017,1049,AL,DeKalb County,1561250.6,2399169.5,2169995.1,1031284.8
2017,1051,AL,Elmore County,1012794.8,2621831.7,2531987,2009254.2
2017,1053,AL,Escambia County,685280.1,1636433.9,951153.8,468087.5
2017,1055,AL,Etowah County,1418019,3473119,3534772,1849590
2017,1057,AL,Fayette County,279956,675188,497333.6,194322.4
2017,1059,AL,Franklin County,645647.5,1329089,724385,450378.5
2017,1061,AL,Geneva County,462367.5,967008.6,856040.4,356683.5
2017,1063,AL,Greene County,129948,327369,270725,105791
2017,1065,AL,Hale County,276984.4,579149.2,391036.8,234029.6
2017,1067,AL,Henry County,320648.9,552133.4,471542.5,370375.2
2017,1069,AL,Houston County,1273021.2,3349506.6,3485156.4,2316481.2
2017,1071,AL,Jackson County,913598.4,1988114.7,1458642.9,835734.9
2017,1073,AL,Jefferson County,5932773,17402800.8,19709990.3,22874135.9
2017,1075,AL,Lamar County,244055,581548.2,429536.8,139460
2017,1077,AL,Lauderdale County,1045679.4,3248083.8,2600317.8,2359719
2017,1079,AL,Lawrence County,555223.2,1364923.7,879103.4,505649.7
2017,1081,AL,Lee County,1389794.4,3571448.4,4961242.8,6237914.4
2017,1083,AL,Limestone County,1274427,2577174.6,2907581.6,2681016.8
2017,1085,AL,Lowndes County,154162.8,434275.6,267014,152147.6
2017,1087,AL,Macon County,309457.5,562650,605786.5,397606
2017,1089,AL,Madison County,2888368,6932083.2,10289811,15994337.8
2017,1091,AL,Marengo County,259625,691687.5,604500,381687.5
2017,1093,AL,Marion County,557877.1,1062054.8,987472.3,375895.8
2017,1095,AL,Marshall County,1576542,2981097.6,2961988,2044727.2
2017,1097,AL,Mobile County,5008855.5,14157261,12294463.5,9893524.5
2017,1099,AL,Monroe County,375355.2,953316.9,528909.6,275118.3
2017,1101,AL,Montgomery County,2787745.8,5847466.8,6459411,7569976.4
2017,1103,AL,Morgan County,1817915.4,3707121.6,3659594.4,2709050.4
2017,1105,AL,Perry County,199854.6,374493.9,183044.4,176507.1
2017,1107,AL,Pickens County,336939.2,853444.8,556857.6,268340.8
2017,1109,AL,Pike County,422490.9,1207592.1,775121.1,924822.6
2017,1111,AL,Randolph County,446599,779848,671032,367254
2017,1113,AL,Russell County,838561.5,1682827.5,2196232.5,986878.5
2017,1115,AL,St. Clair County,1234786,3104604.8,2857647.6,1631681.5
2017,1117,AL,Shelby County,1367072,4229379,6194545,9569504
2017,1119,AL,Sumter County,161124.9,425014.5,435164.1,247396.5
2017,1121,AL,Talladega County,1369111.5,2770249,2594106,1273033.5
2017,1123,AL,Tallapoosa County,748530.4,1285519.6,1297723.9,736326.1
2017,1125,AL,Tuscaloosa County,2161234.4,6192767.8,6068081.2,6359016.6
2017,1127,AL,Walker County,1133826.6,2216406.8,2152348.8,903217.8
2017,1129,AL,Washington County,228127.8,702567.5,497583.1,224821.6
2017,1131,AL,Wilcox County,222955.2,420184.8,310851,117909
2017,1133,AL,Winston County,491045.4,918041.4,642866.2,320247
2017,2013,AK,Aleutians East Borough,51561,140192,91664,53583
2017,2016,AK,Aleutians West Census Area,51867,250114.2,178076.7,96818.4
2017,2020,AK,Anchorage Municipality,1707264.8,6976237.2,9919797.2,10832300.8
2017,2050,AK,Bethel Census Area,325368,842341.6,408517.6,229565.2
2017,2060,AK,Bristol Bay Borough,4595.1,26183.4,36847.5,19160.7
2017,2063,AK,"Chugach Census Area, Alaska",#N/A,#N/A,#N/A,#N/A
2017,2066,AK,"Copper River Census Area, Alaska",#N/A,#N/A,#N/A,#N/A
2017,2068,AK,Denali Borough,3318.4,63049.6,59109,81715.6
2017,2070,AK,Dillingham Census Area,66582,196786.8,133657.2,96667.2
2017,2090,AK,Fairbanks North Star Borough,548366.5,2552396.8,3619218.9,3250317.8
2017,2100,AK,Haines Borough,5809.8,99524.4,82347.6,64665.6
2017,2105,AK,Hoonah-Angoon Census Area,13513.5,78292.5,74860.5,47833.5
2017,2110,AK,Juneau City and Borough,147632.4,673974,1104033.6,1286969.4
2017,2122,AK,Kenai Peninsula Borough,351702,1811265.3,2092626.9,1606105.8
2017,2130,AK,Ketchikan Gateway Borough,83136,400438.4,536227.2,365798.4
2017,2150,AK,Kodiak Island Borough,127756,379233.6,446473.6,392681.6
2017,2158,AK,Kusilvak Census Area,168646.8,459645.2,173607,23974.3
2017,2160,AK,Kuskokwim Division,0,0,0,0
2017,2164,AK,Lake and Peninsula Borough,1139892.4,4335852.4,2801791.6,2365010.4
2017,2170,AK,Matanuska-Susitna Borough,62502.3,327393,367077,235127.7
2017,2180,AK,Nome Census Area,121296.8,426495.2,251397.4,179988.8
2017,2185,AK,North Slope Borough,94513.2,318117.6,235130.4,119870.4
2017,2188,AK,Northwest Arctic Borough,51511.7,154535.1,74806.8,47246.4
2017,2195,AK,Petersburg Census Area,54765.5,199733,206176,182981.2
2017,2198,AK,Prince of Wales-Hyder Census Area,66036.4,331050.9,304983.9,166828.8
2017,2201,AK,Prince of Wales-Outer Ketchikan Census Area,0,0,0,0
2017,2220,AK,Sitka City and Borough,35817.6,174955.2,249345.6,228681.6
2017,2230,AK,Skagway Municipality,23949.5,84453.5,80419.9,63025
2017,2231,AK,Skagway-Yakutat-Angoon Census Area,0,0,0,0
2017,2232,AK,Skagway-Hoonah-Angoon Census Area,0,0,0,0
2017,2240,AK,Southeast Fairbanks Census Area,529884.4,2728188.6,2513370.6,1381995.8
2017,2261,AK,Valdez-Cordova Census Area,0,0,0,0
2017,2275,AK,Wrangell City and Borough,2139795.2,5208712,4589297.6,2139795.2
2017,2280,AK,Wrangell-Petersburg Census Area,0,0,0,0
2017,2282,AK,Yakutat City and Borough,202316.4,1670983.6,1487400.2,385899.8
2017,2290,AK,Yukon-Koyukuk Census Area,121969.5,399946.5,301614.5,121969.5
2017,4001,AZ,Apache County,366697.8,638631,789018.3,263692.8
2017,4003,AZ,Cochise County,48669472.9,105091605.2,165820770.5,111121451.4
2017,4005,AZ,Coconino County,1864800,4413360,6402480,8018640
2017,4007,AZ,Gila County,1427323.6,3105246,4325553.2,2048372.8
2017,4009,AZ,Graham County,16977965.4,30273962.4,39990267.9,15034704.3
2017,4011,AZ,Greenlee County,5291915.1,14025726.2,16822266.7,6883792
2017,4012,AZ,La Paz County,739392,1571208,1765298.4,545301.6
2017,4013,AZ,Maricopa County,2555481.6,5019696,7415460,7848979.2
2017,4015,AZ,Mohave County,2614928.4,7118416.2,7990059,3029996.4
2017,4017,AZ,Navajo County,278488.5,530026.5,689932.8,300048.9
2017,4019,AZ,Pima County,214999.8,434056.2,681508.8,697735.2
2017,4021,AZ,Pinal County,512802,1257192,1497051,864319.5
2017,4023,AZ,Santa Cruz County,5938490,6950430,7616180,6124900
2017,4025,AZ,Yavapai County,314000.4,942001.2,1442906.6,1039191.8
2017,4027,AZ,Yuma County,272686.4,288982.4,354166.4,170564.8
2017,5001,AR,Arkansas County,69785.1,219849.3,147965.4,87100.2
2017,5003,AR,Ashley County,413571.2,1422349.6,623151.2,335328
2017,5005,AR,Baxter County,120186.8,369069.2,375450.8,197829.6
2017,5007,AR,Benton County,229617.9,655414.2,575159.4,771337.8
2017,5009,AR,Boone County,162628,504296,559500,265576
2017,5011,AR,Bradley County,398263.2,1074559.2,718877.6,313100
2017,5013,AR,Calhoun County,129591.6,355146.6,234577.2,100064.4
2017,5015,AR,Carroll County,349679.6,831670.4,661556,519794
2017,5017,AR,Chicot County,451785.6,801082.8,529174.8,309556.8
2017,5019,AR,Clark County,1017592.5,3427680,3277719,2988508.5
2017,5021,AR,Clay County,989037.2,2696228.8,1732390,881944
2017,5023,AR,Cleburne County,575250,2067000,1408875,828750
2017,5025,AR,Cleveland County,156825.9,787502.1,460359.9,281612.1
2017,5027,AR,Columbia County,96109,294241.4,200350.3,149338.6
2017,5029,AR,Conway County,139991.6,482324,335274,219986.8
2017,5031,AR,Craighead County,191034.1,608341.6,517461.3,536008.3
2017,5033,AR,Crawford County,1867175.4,4216601.4,3919831.8,2361791.4
2017,5035,AR,Crittenden County,277295,633306,565324,313075
2017,5037,AR,Cross County,219401,503899,313430,169975.5
2017,5039,AR,Dallas County,1213493.4,4459341.6,3058398,1134567
2017,5041,AR,Desha County,346951.5,802893,417795,248860.5
2017,5043,AR,Drew County,585689,1648939.8,1198409.8,1067756.1
2017,5045,AR,Faulkner County,150840.9,658016.1,658016.1,719226.9
2017,5047,AR,Franklin County,453249,1396678.4,1151588.2,355884.4
2017,5049,AR,Fulton County,190039.8,501381.6,502729.4,153649.2
2017,5051,AR,Garland County,360038.4,1192627.2,1305139.2,892595.2
2017,5053,AR,Grant County,114962.4,583023.6,424266,246348
2017,5055,AR,Greene County,193625.5,759080.5,479780,279300.5
2017,5057,AR,Hempstead County,1119663,2654016,2031981,1105840
2017,5059,AR,Hot Spring County,302692.8,1038183.2,876216,435452.8
2017,5061,AR,Howard County,81657.8,286831.6,219584,98126.6
2017,5063,AR,Independence County,234655,611425,533757.5,272662.5
2017,5065,AR,Izard County,164250.4,304643.2,291796.8,155992
2017,5067,AR,Jackson County,225159,588142.6,377994.2,173304.2
2017,5069,AR,Jefferson County,143364.4,511662.6,339872.5,241000.5
2017,5071,AR,Johnson County,432267.8,888429.8,503950.4,347552
2017,5073,AR,Lafayette County,1377772.2,3346018.2,1786001,780008.6
2017,5075,AR,Lawrence County,248352.8,635587.1,506509,243451.1
2017,5077,AR,Lee County,300632.4,749116.8,433699.2,160994.4
2017,5079,AR,Lincoln County,826899.2,2120028.8,1068811.2,382660.8
2017,5081,AR,Little River County,425805.9,1838132.4,1323792.6,628169.1
2017,5083,AR,Logan County,87145.5,314574,217509.5,89271
2017,5085,AR,Lonoke County,90081.9,337138.2,284516.1,181055.7
2017,5087,AR,Madison County,125737.7,415517.3,179030.5,112414.5
2017,5089,AR,Marion County,108026.4,286504.8,270066,118202.8
2017,5091,AR,Miller County,312670.8,864021.6,804351.6,403369.2
2017,5093,AR,Mississippi County,180055.2,427372.4,280430.8,146941.6
2017,5095,AR,Monroe County,393726.4,767023.6,445728,250722
2017,5097,AR,Montgomery County,171616,352885.4,382918.2,164107.8
2017,5099,AR,Nevada County,217386,1239100.2,688389,268109.4
2017,5101,AR,Newton County,297746.4,762472.2,621646.2,329935.2
2017,5103,AR,Ouachita County,791554,2585317.5,2151239.5,849005.5
2017,5105,AR,Perry County,71757.6,357963.2,250739.2,144340
2017,5107,AR,Phillips County,7209394.8,12527800.8,14024833.6,5633570.8
2017,5109,AR,Pike County,212439.7,670677.4,530221.4,342361.5
2017,5111,AR,Poinsett County,479705,1161664,653436,298195
2017,5113,AR,Polk County,1372214.5,4546206.3,4164372.7,1849506.5
2017,5115,AR,Pope County,165031,353041,284104,242324
2017,5117,AR,Prairie County,104781.6,336571.2,231789.6,121451.4
2017,5119,AR,Pulaski County,1088909.5,3292349.9,3779156.5,4650284.1
2017,5121,AR,Randolph County,246456,655504.5,533988,275551.5
2017,5123,AR,St. Francis County,307856.1,683544.9,549618.8,198280.2
2017,5125,AR,Saline County,102803.4,384885.9,416228.4,349782.3
2017,5127,AR,Scott County,788980,1609519.2,1112461.8,429994.1
2017,5129,AR,Searcy County,326818.8,653637.6,417601.8,252541.8
2017,5131,AR,Sebastian County,3572738.4,6867081.6,7191876,5567904
2017,5133,AR,Sevier County,2093924,2726052,2165038.4,916585.6
2017,5135,AR,Sharp County,116963.8,256269,210929.1,72938.1
2017,5137,AR,Stone County,331454.2,742543.5,770523.4,309931.2
2017,5139,AR,Union County,22785703,63201220,49895700,30602696
2017,5141,AR,Van Buren County,16688,46368,30688,18256
2017,5143,AR,Washington County,521451,1066077.6,973375.2,1301696.2
2017,5145,AR,White County,3255974.8,9263477.6,5755279.4,4654668.2
2017,5147,AR,Woodruff County,803792,1968377,1059544,735287
2017,5149,AR,Yell County,490612.5,822048.5,560388.5,305270
2017,6001,CA,Alameda County,12621829,19162231.3,26046865.3,56912974.4
2017,6003,CA,Alpine County,173061,705979,788389,1079571
2017,6005,CA,Amador County,1644186.9,5801900.9,7767365.7,3685246.5
2017,6007,CA,Butte County,9595773.5,22060386.5,37888466.5,29479799
2017,6009,CA,Calaveras County,258464.8,868104.6,1123760,559070.6
2017,6011,CA,Colusa County,3651331.8,4170997,3856462.8,2010283.8
2017,6013,CA,Contra Costa County,1883149,3199525,5155806,8062803
2017,6015,CA,Del Norte County,349704.4,558806,603871,290218.6
2017,6017,CA,El Dorado County,4733530.7,18576875.2,33134714.9,32866779.2
2017,6019,CA,Fresno County,3317232.1,3407292.7,4893292.6,3392282.6
2017,6021,CA,Glenn County,1509781,1946653.8,2010899.8,957265.4
2017,6023,CA,Humboldt County,280467,719865.3,1143682.1,972285.6
2017,6025,CA,Imperial County,300839807.2,260185779.2,301856157.9,154485306.4
2017,6027,CA,Inyo County,1239431,4785145,5381327,4283097
2017,6029,CA,Kern County,6289015.5,7202358,8037414,4592808
2017,6031,CA,Kings County,463821.6,458550.9,583290.8,251236.7
2017,6033,CA,Lake County,1179441.2,2631738.2,3450305.6,1540315
2017,6035,CA,Lassen County,5453460,8834605.2,9761693.4,3217541.4
2017,6037,CA,Los Angeles County,177180,180723.6,226790.4,301206
2017,6039,CA,Madera County,399537.6,330114.4,456209.6,232355.2
2017,6041,CA,Marin County,2890186.2,4466651.4,10115651.7,26318210.7
2017,6043,CA,Mariposa County,1282854.3,3157795.2,5582530.8,4074119.7
2017,6045,CA,Mendocino County,1337507.6,2625108.2,3573341.2,2445443
2017,6047,CA,Merced County,94435840,84545600,95073920,44984640
2017,6049,CA,Modoc County,5599407,12550395,12820711.2,7607470.2
2017,6051,CA,Mono County,239897.6,419820.8,661592.6,552889
2017,6053,CA,Monterey County,65428182,49192299.8,63489569.2,64216549
2017,6055,CA,Napa County,22653102,27551070,46377634.5,56632755
2017,6057,CA,Nevada County,295519,1145890,2255594,2333997
2017,6059,CA,Orange County,28909213.6,37107348.8,58897129.2,90826708.4
2017,6061,CA,Placer County,17355962,58743256,118821586,138847696
2017,6063,CA,Plumas County,4775560.2,24143109.9,39088844.6,20340349
2017,6065,CA,Riverside County,12672208,20051905.6,24226280,17517464
2017,6067,CA,Sacramento County,3372519.5,6234910,9664110.5,9068960
2017,6069,CA,San Benito County,12882547,20673788,27693619,15813905
2017,6071,CA,San Bernardino County,8470035,12055235,14475245,9814485
2017,6073,CA,San Diego County,22676390.1,35274384.6,57950774.7,78107565.9
2017,6075,CA,San Francisco County,3090046.4,3145225.8,4938556.3,16415871.5
2017,6077,CA,San Joaquin County,3544443.7,5181724.8,5775464.1,3508459.5
2017,6079,CA,San Luis Obispo County,24291.9,58780.4,106764.4,110063.3
2017,6081,CA,San Mateo County,403447.6,653409.7,1030545.5,2302282.5
2017,6083,CA,Santa Barbara County,8062789.8,7706423.4,13141011,15635575.8
2017,6085,CA,Santa Clara County,5445543.6,6907772.9,10638978.7,27429404.8
2017,6087,CA,Santa Cruz County,6410418.3,8711594.1,16710919.5,22956968.1
2017,6089,CA,Shasta County,860167.2,2493518.4,4126869.6,2184244.8
2017,6091,CA,Sierra County,357985.6,1885817,2716855,1425549.8
2017,6093,CA,Siskiyou County,128360.9,344413.9,524881.7,273243.5
2017,6095,CA,Solano County,5155872.3,11054933.4,17279139.6,12912905.4
2017,6097,CA,Sonoma County,585878.4,992738.4,1828157.6,2012600.8
2017,6099,CA,Stanislaus County,17084460,25626690,27420558.3,15290591.7
2017,6101,CA,Sutter County,4469966.4,5368342,7690971.6,4382320
2017,6103,CA,Tehama County,1093840.2,2233899,3065833.8,1309527
2017,6105,CA,Trinity County,3069318.7,19321612.8,18566862.3,9358906.2
2017,6107,CA,Tulare County,453497.4,438601.5,511425.9,251575.2
2017,6109,CA,Tuolumne County,5080110.8,16204910.4,27201099.6,15819079.2
2017,6111,CA,Ventura County,191736,263637,423417,452710
2017,6113,CA,Yolo County,44168.8,63047.4,95461.6,153522.2
2017,6115,CA,Yuba County,111634.4,137761.6,238707.6,105102.6
2017,8001,CO,Adams County,4869961.4,9127146.2,9707671.4,8514369.6
2017,8003,CO,Alamosa County,895267.1,1940884.4,2248418.9,1749529.6
2017,8005,CO,Arapahoe County,155140.2,386868.6,547900.2,873891
2017,8007,CO,Archuleta County,11070,40405.5,59593.5,73615.5
2017,8009,CO,Baca County,138823,276688.6,314984.6,227861.2
2017,8011,CO,Bent County,105573.6,397742.4,198871.2,116212.8
2017,8013,CO,Boulder County,16992,41913.6,81184,237510.4
2017,8014,CO,Broomfield County,19754,75530,149898,335818
2017,8015,CO,Chaffee County,27294.4,125749.2,142808.2,192035.6
2017,8017,CO,Cheyenne County,213976,917040,1250231.2,678609.6
2017,8019,CO,Clear Creek County,1902476.7,14092420,16769979.8,37767685.6
2017,8021,CO,Conejos County,21703.5,67797.6,66557.4,50641.5
2017,8023,CO,Costilla County,4392416.9,9824260.7,11131926.8,8181295.6
2017,8025,CO,Crowley County,602492,2815280.8,1550047.6,503902.4
2017,8027,CO,Custer County,43591.4,461556,1069271.4,992345.4
2017,8029,CO,Delta County,7272012.8,25521968,21116806.4,16012412.8
2017,8031,CO,Denver County,475590,760944,1022518.5,2496847.5
2017,8033,CO,Dolores County,212824.8,2506603.2,1631656.8,1566627
2017,8035,CO,Douglas County,12627.3,73358.6,159344.5,355969.6
2017,8037,CO,Eagle County,127164.3,239007.6,386089.2,779838.9
2017,8039,CO,Elbert County,62674.3,396372.6,636906.4,597946.7
2017,8041,CO,El Paso County,4446.4,15562.4,28028.2,31363
2017,8043,CO,Fremont County,68618.6,269811,203857.2,123913.2
2017,8045,CO,Garfield County,14404,35594.5,42796.5,45566.5
2017,8047,CO,Gilpin County,3620061.9,8159504.6,17640619.1,28041114.4
2017,8049,CO,Grand County,7705.6,41692.8,36464,51875.2
2017,8051,CO,Gunnison County,14316,119538.6,175371,405858.6
2017,8053,CO,Hinsdale County,28000.8,125225.8,260563,364010.4
2017,8055,CO,Huerfano County,439153.1,1450872.9,2262472.3,1406401.7
2017,8057,CO,Jackson County,4781266.4,8049038.4,12176750.4,9356147.2
2017,8059,CO,Jefferson County,69766.2,279064.8,392968.8,682000.2
2017,8061,CO,Kiowa County,16083.4,150296.6,275636.2,112583.8
2017,8063,CO,Kit Carson County,236476.8,637173.6,917442.4,398507.2
2017,8065,CO,Lake County,1773907.2,3638784,4290732.8,5458176
2017,8067,CO,La Plata County,2604.4,15626.4,22367.2,36002
2017,8069,CO,Larimer County,48584.7,228479.4,387364.5,648671.4
2017,8071,CO,Las Animas County,308452,695324,1121406,488818
2017,8073,CO,Lincoln County,472159.2,2068308,940140,697792.8
2017,8075,CO,Logan County,242451.2,1085392,919059.2,572297.6
2017,8077,CO,Mesa County,155771,500299.8,639577.4,536951.8
2017,8079,CO,Mineral County,10067.4,63760.2,136149.6,269902.2
2017,8081,CO,Moffat County,143240,750219.5,558636,336614
2017,8083,CO,Montezuma County,39057.2,128330.8,132622.8,128760
2017,8085,CO,Montrose County,200368,567113,547434,474085
2017,8087,CO,Morgan County,232951,376584,386240,211225
2017,8089,CO,Otero County,2030995,5310552.5,6159575,3163025
2017,8091,CO,Ouray County,8988,87312,249096,296604
2017,8093,CO,Park County,28252.5,284785.2,442999.2,374063.1
2017,8095,CO,Phillips County,332904,708682,824694,655720
2017,8097,CO,Pitkin County,16565,90113.6,142459,412799.8
2017,8099,CO,Prowers County,12727,20949.5,25740,12083.5
2017,8101,CO,Pueblo County,75686.5,234229.8,298762.5,188817.9
2017,8103,CO,Rio Blanco County,19924,77117.6,81336.8,56021.6
2017,8105,CO,Rio Grande County,333376.5,893082,948135,883906.5
2017,8107,CO,Routt County,81331.8,399265.2,729521.6,1252016.8
2017,8109,CO,Saguache County,65675.4,151596.6,150609,125919
2017,8111,CO,San Juan County,1035752.2,9108526.7,7463508.5,12855512.6
2017,8113,CO,San Miguel County,17127.5,174297.5,212582.5,603492.5
2017,8115,CO,Sedgwick County,10734107.3,24982922.3,37996840,21278230.4
2017,8117,CO,Summit County,4924634,15579751.2,21757928.4,47276486.4
2017,8119,CO,Teller County,400789.4,4536207.3,6540154.3,6740549
2017,8121,CO,Washington County,1405326,5082051,6242262,3611361
2017,8123,CO,Weld County,10239176.5,21855049,28566442,25382832.5
2017,8125,CO,Yuma County,3362912.5,7640537.2,9577574.8,6322275.5
2017,9001,CT,Fairfield County,1484317.8,3150388.8,3044366.1,7451881.2
2017,9003,CT,Hartford County,1128682.3,3002062.2,2943882.7,4561272.8
2017,9005,CT,Litchfield County,1078626.4,5216308,4986436.8,6401028.8
2017,9007,CT,Middlesex County,2798965,14106783.6,14666576.6,24406974.8
2017,9009,CT,New Haven County,2185623.4,6669531.2,5430260.2,8246785.2
2017,9011,CT,New London County,4857804,19847599.2,20749762.8,24011431.2
2017,9013,CT,Tolland County,1388108.8,6967238.4,6913849.6,11425203.2
2017,9015,CT,Windham County,299799.8,987076.7,851318.3,690105.2
2017,10001,DE,Kent County,2055905.6,6020866.4,5561958.9,4717569.1
2017,10003,DE,New Castle County,205488.8,792213.4,689469,1013925
2017,10005,DE,Sussex County,6127284.8,18322938.2,16555452.2,17910524.8
2017,12001,FL,Alachua County,13163970.4,39298323.4,53623820.6,87501685.6
2017,12003,FL,Baker County,205658.6,634355.4,389592.7,220141.6
2017,12005,FL,Bay County,1802126.7,5133330.6,6607797.9,4660044.8
2017,12007,FL,Bradford County,2621646,6044350.5,4180068.9,1718634.6
2017,12009,FL,Brevard County,1591725,5602872,7300712,6727691
2017,12011,FL,Broward County,3728800,9993184,10738944,12789784
2017,12013,FL,Calhoun County,1552347.6,2937626.4,1775106,696120
2017,12015,FL,Charlotte County,302268.4,1238563.2,1238563.2,903119
2017,12017,FL,Citrus County,168397.3,635241.3,541872.5,323456.2
2017,12019,FL,Clay County,7597265.4,26637325.6,34422177.8,25136631.2
2017,12021,FL,Collier County,3291876,8245365.6,7931853.6,11882104.8
2017,12023,FL,Columbia County,1491885,4033615,3823646,1701854
2017,12027,FL,DeSoto County,295520.4,491361.3,235712.7,148932.9
2017,12029,FL,Dixie County,879956.1,2202193.8,1022776.2,497566.8
2017,12031,FL,Duval County,168558.5,498578.3,548258.7,558904.5
2017,12033,FL,Escambia County,129287.6,375484.2,493768.6,376859.6
2017,12035,FL,Flagler County,124432,518736,533280,439552
2017,12037,FL,Franklin County,299282.4,453888,365947.2,299282.4
2017,12039,FL,Gadsden County,526291.2,975831.6,701721.6,537255.6
2017,12041,FL,Gilchrist County,552753.9,1698608.7,1278999.9,504337.5
2017,12043,FL,Glades County,5708521.8,6174904.3,4272063.7,2499810.2
2017,12045,FL,Gulf County,1368343.9,3374562.4,3168796.4,2376597.3
2017,12047,FL,Hamilton County,33946440.6,64371466.2,29861599.2,12677094
2017,12049,FL,Hardee County,465480.4,907491.2,383336.8,199491.6
2017,12051,FL,Hendry County,4739558.1,5496034.8,3905889.9,1312255.5
2017,12053,FL,Hernando County,531630,1623888,1739880,937602
2017,12055,FL,Highlands County,199430.4,510598.4,438464,265907.2
2017,12057,FL,Hillsborough County,91270.8,222261.3,230712.3,300010.5
2017,12059,FL,Holmes County,6747331.5,15847578.6,8719628.4,3287161.5
2017,12061,FL,Indian River County,6579093.6,20476504.8,23285556,23655168
2017,12063,FL,Jackson County,4818847.2,11582650.8,8795847.6,3831854.4
2017,12065,FL,Jefferson County,653751,1400318.5,1113798,867632.5
2017,12067,FL,Lafayette County,217588.8,351109.2,195335.4,60166.6
2017,12069,FL,Lake County,177110.4,577453.7,623576.2,466759.7
2017,12071,FL,Lee County,3932824.2,11875586.8,11528572.9,11181559
2017,12073,FL,Leon County,2409600.4,6732707,9602966.3,16690026.3
2017,12075,FL,Levy County,1983045.2,6764742.9,4813682.3,2414837.3
2017,12077,FL,Liberty County,63291308,113924354.4,60814691.6,37149246
2017,12079,FL,Madison County,1501753.5,2834078.4,2348896.5,1008870.3
2017,12081,FL,Manatee County,802393.7,2407181.1,2398909,2663616.2
2017,12083,FL,Marion County,2354452,7266326,6312367,4343558
2017,12085,FL,Martin County,328679.5,1056767,1352162.5,1422891
2017,12086,FL,Miami-Dade County,23607062.5,35612940,32780092.5,42762507.5
2017,12087,FL,Monroe County,2782222,9790604,10072348,12572826
2017,12089,FL,Nassau County,12504775,45458535,42369120,46782570
2017,12091,FL,Okaloosa County,3732065.3,12930817.8,18450069.3,17451347.6
2017,12093,FL,Okeechobee County,18830357.8,35622377.9,26498390.1,16112574.2
2017,12095,FL,Orange County,7208071.5,16681536.9,20251248.5,24507443.1
2017,12097,FL,Osceola County,984417.6,2167188,2409619.2,1785175.2
2017,12099,FL,Palm Beach County,2657550.8,5705200.8,6753592.4,9264856
2017,12101,FL,Pasco County,3009657.6,10471100.4,9687335.4,8182506.6
2017,12103,FL,Pinellas County,1376748.8,4635635.2,5489568,5942675.2
2017,12105,FL,Polk County,5700018.4,14208134.1,13202248.5,8801499
2017,12107,FL,Putnam County,8374127.9,19431678,12538058.9,5875769.3
2017,12109,FL,St. Johns County,663374.5,2728597,3379455,5757590
2017,12111,FL,St. Lucie County,521442,1387566,1440594,1069398
2017,12113,FL,Santa Rosa County,168114.1,593857.6,785988,635340.3
2017,12115,FL,Sarasota County,97757.1,415855.6,459303.2,578784.1
2017,12117,FL,Seminole County,3124413.6,11097055.2,17076536.4,22571194.8
2017,12119,FL,Sumter County,250536,970024,934692,1053536
2017,12121,FL,Suwannee County,1169229.6,2776065.6,1805126.4,1094016
2017,12123,FL,Taylor County,437292.6,1090774.8,636285.3,292347.3
2017,12125,FL,Union County,420426.7,683424.9,546369.5,203731
2017,12127,FL,Volusia County,74243.8,260270.4,288633.2,211886.8
2017,12129,FL,Wakulla County,133564.2,404088.3,367867.5,226380
2017,12131,FL,Walton County,28160,90560,97600,104000
2017,12133,FL,Washington County,736458.4,1890542.6,1302274,561325
2017,13001,GA,Appling County,413674.8,715545.6,553429.8,180749.8
2017,13003,GA,Atkinson County,2624825.2,2609013,1810496.9,861764.9
2017,13005,GA,Bacon County,1754401.8,4139127.6,3456276.6,1166099.4
